,posted_on,bhk,size,floor,area_type,area_locality,city,furnishing_status,tenant_preferred,bathroom,point_of_contact,rent,floor_number,3_or_less_bhk,size_type,normalize_rent,Standardization_size
3227,2022-06-29,2,1300.0,,super area,velachery,chennai,Furnished,bachelors/family,2.0,Contact Owner,18000,-1.0,1,large,0.295774647887324,1.0766116416283995
3229,2022-06-23,2,780.0,1 out of 14,carpet area,mugalivakkam,chennai,Unfurnished,family,2.0,Contact Owner,11000,1.0,1,medium,0.17253521126760565,-0.13751485311519573
3235,2022-06-09,3,2100.0,2 out of 2,super area,ashok nagar,chennai,Semi-Furnished,bachelors/family,3.0,Contact Owner,38000,2.0,0,large,0.647887323943662,2.9444985566185458
3236,2022-06-29,3,2000.0,1 out of 3,super area,unknown place,chennai,Unfurnished,bachelors/family,3.0,Contact Owner,30000,1.0,0,large,0.5070422535211269,2.7110126922447773
3237,2022-07-08,1,700.0,Ground out of 2,super area,venkatesa perumal nagar,kolkata,Semi-Furnished,bachelors/family,1.0,Contact Owner,9000,0.0,1,medium,0.13732394366197184,-0.32430354461421035
3238,2022-07-06,1,2000.0,1 out of 3,super area,"kattupakkam, ph road",chennai,Semi-Furnished,bachelors/family,3.0,Contact Owner,25000,1.0,1,large,0.41901408450704225,2.7110126922447773
3239,2022-05-25,2,600.0,2 out of 2,carpet area,"valasaravakkam, arcot road",chennai,Unfurnished,bachelors/family,2.0,Contact Owner,9000,2.0,1,medium,0.13732394366197184,-0.5577894089879787
3240,2022-06-05,1,550.0,Ground out of 1,carpet area,"arunachalam nagar, madipakkam",chennai,Unfurnished,bachelors,2.0,Contact Owner,8500,0.0,1,medium,0.12852112676056338,-0.6745323411748628
3241,2022-06-05,1,300.0,Ground out of 1,super area,"pazhavanthangal, jawaharlal nehru road",chennai,Unfurnished,bachelors/family,1.0,Contact Owner,7000,0.0,1,small,0.10211267605633803,-1.2582470021092835
3242,2022-06-27,2,800.0,2 out of 3,carpet area,anna nagar,mumbai,Semi-Furnished,bachelors,2.0,Contact Agent,25000,2.0,1,medium,0.41901408450704225,-0.09081768024044207
3243,2022-06-18,2,850.0,,super area,mathur,chennai,Semi-Furnished,bachelors/family,2.0,Contact Owner,8500,-1.0,1,medium,0.12852112676056338,0.025925251946442084
3244,2022-05-23,1,450.0,2 out of 3,carpet area,mahindra world city,chennai,Semi-Furnished,bachelors/family,1.0,Contact Owner,6500,2.0,1,small,0.09330985915492958,-0.9080182055486311
3245,2022-05-29,1,500.0,Ground out of 2,super area,ambattur,chennai,Unfurnished,bachelors/family,1.0,Contact Owner,7000,0.0,1,small,0.10211267605633803,-0.791275273361747
3246,2022-06-27,3,115.0,Ground out of 3,carpet area,choolaimedu,chennai,Unfurnished,bachelors,1.0,Contact Owner,4500,0.0,0,small,0.05809859154929578,-1.6901958512007549
3248,2022-05-06,2,600.0,1 out of 2,carpet area,unknown place,chennai,Semi-Furnished,bachelors/family,1.0,Contact Owner,10000,1.0,1,medium,0.15492957746478875,-0.5577894089879787
3249,2022-06-24,2,800.0,2 out of 2,super area,harrington road,chennai,Unfurnished,bachelors/family,2.0,Contact Owner,16000,2.0,1,medium,0.2605633802816901,-0.09081768024044207
3251,2022-05-15,2,1330.0,,carpet area,unknown place,chennai,Furnished,bachelors/family,2.0,Contact Owner,15000,-1.0,1,large,0.24295774647887328,1.14665740094053
3252,2022-07-08,2,2064.0,11 out of 19,super area,old mahabalipuram road,chennai,Semi-Furnished,family,4.0,Contact Owner,25000,11.0,1,large,0.41901408450704225,2.860443645443989
3253,2022-07-08,1,700.0,Ground out of 2,super area,"kamakoti nagar, pallikaranai",hyderabad,Semi-Furnished,bachelors/family,1.0,Contact Owner,9000,0.0,1,medium,0.13732394366197184,-0.32430354461421035
3254,2022-06-25,2,900.0,Ground out of 3,super area,"korattur, jawaharlal nehru road",chennai,Semi-Furnished,bachelors/family,2.0,Contact Owner,20000,0.0,1,medium,0.33098591549295775,0.14266818413332624
3255,2022-05-24,2,1066.0,1 out of 4,super area,veerapuram,kolkata,Unfurnished,family,2.0,Contact Owner,15000,1.0,1,medium,0.24295774647887328,0.5302547189937816
3256,2022-04-30,2,700.0,,carpet area,"tambaram west, tambaram, chennai bypass road",chennai,Semi-Furnished,bachelors,2.0,Contact Owner,9000,-1.0,1,medium,0.13732394366197184,-0.32430354461421035
3257,2022-05-28,2,900.0,2 out of 3,super area,"ram nagar south extension, madipakkam",chennai,Furnished,bachelors/family,2.0,Contact Owner,14000,2.0,1,medium,0.22535211267605634,0.14266818413332624
3258,2022-06-21,2,700.0,,super area,unknown place,chennai,Semi-Furnished,bachelors/family,2.0,Contact Owner,15000,-1.0,1,medium,0.24295774647887328,-0.32430354461421035
3259,2022-07-08,3,950.0,,carpet area,"chromepet, gst road",chennai,Semi-Furnished,bachelors/family,2.0,Contact Owner,14000,-1.0,0,medium,0.22535211267605634,0.2594111163202104
3260,2022-05-20,2,850.0,1 out of 2,super area,chitlapakkam,chennai,Unfurnished,bachelors/family,2.0,Contact Owner,8000,1.0,1,medium,0.11971830985915494,0.025925251946442084
3261,2022-07-07,2,600.0,4 out of 7,carpet area,mahindra world city,chennai,Furnished,bachelors/family,2.0,Contact Owner,13500,4.0,1,medium,0.2165492957746479,-0.5577894089879787
3262,2022-05-27,2,750.0,,super area,medavakkam,chennai,Semi-Furnished,bachelors,1.0,Contact Owner,12000,-1.0,1,medium,0.19014084507042256,-0.20756061242732624
3263,2022-04-29,2,850.0,,super area,anakaputhur,kolkata,Furnished,bachelors/family,1.0,Contact Owner,7500,-1.0,1,medium,0.1109154929577465,0.025925251946442084
3264,2022-07-04,3,1650.0,1 out of 1,carpet area,madipakkam,chennai,Semi-Furnished,bachelors,2.0,Contact Owner,20000,1.0,0,large,0.33098591549295775,1.8938121669365886
3265,2022-06-20,2,960.0,,carpet area,medavakkam,mumbai,Unfurnished,family,2.0,Contact Owner,11000,-1.0,1,medium,0.17253521126760565,0.2827597027575872
3266,2022-06-06,2,1200.0,,carpet area,"tambaram west, tambaram, chennai bypass road",hyderabad,Unfurnished,bachelors,2.0,Contact Owner,11000,-1.0,1,large,0.17253521126760565,0.8431257772546311
3269,2022-05-06,3,1350.0,1 out of 2,super area,c.r.r. puram l&t colony,chennai,Semi-Furnished,bachelors/family,3.0,Contact Owner,25000,1.0,0,large,0.41901408450704225,1.1933545738152835
3270,2022-06-13,2,560.0,Ground out of 1,carpet area,tambaram east,hyderabad,Semi-Furnished,bachelors/family,2.0,Contact Owner,12000,0.0,1,medium,0.19014084507042256,-0.651183754737486
3272,2022-07-06,2,685.0,Ground out of 2,carpet area,alwarpet,chennai,Unfurnished,bachelors,2.0,Contact Owner,25000,0.0,1,medium,0.41901408450704225,-0.3593264242702756
3273,2022-06-18,2,1021.0,4 out of 5,super area,unknown place,chennai,Semi-Furnished,bachelors/family,2.0,Contact Owner,14000,4.0,1,medium,0.22535211267605634,0.4251860800255859
3275,2022-06-22,3,1557.0,1 out of 5,super area,unknown place,chennai,Semi-Furnished,bachelors/family,3.0,Contact Owner,35000,1.0,0,large,0.5950704225352114,1.676670313068984
3276,2022-06-25,2,550.0,1 out of 1,super area,pallikaranai,hyderabad,Unfurnished,bachelors/family,1.0,Contact Agent,8000,1.0,1,medium,0.11971830985915494,-0.6745323411748628
3277,2022-05-20,2,800.0,,super area,adambakkam,chennai,Semi-Furnished,bachelors/family,2.0,Contact Owner,16000,-1.0,1,medium,0.2605633802816901,-0.09081768024044207
3278,2022-07-08,3,917.0,3 out of 7,carpet area,sholinganallur,chennai,Semi-Furnished,family,2.0,Contact Owner,28000,3.0,0,medium,0.471830985915493,0.18236078107686685
3279,2022-05-25,2,960.0,,super area,porur,chennai,Semi-Furnished,bachelors/family,2.0,Contact Owner,16000,-1.0,1,medium,0.2605633802816901,0.2827597027575872
3280,2022-06-29,2,1000.0,Ground out of 3,super area,medavakkam,chennai,Unfurnished,bachelors,2.0,Contact Owner,13000,0.0,1,medium,0.20774647887323944,0.37615404850709455
3281,2022-06-25,2,1000.0,1 out of 3,carpet area,"adyar, sardar patel road",chennai,Furnished,bachelors,2.0,Contact Agent,35000,1.0,1,medium,0.5950704225352114,0.37615404850709455
3282,2022-07-08,1,579.0,3 out of 4,super area,new kumaran nagar,chennai,Semi-Furnished,bachelors/family,2.0,Contact Owner,11000,3.0,1,medium,0.17253521126760565,-0.60682144050647
3283,2022-05-16,1,800.0,1 out of 1,carpet area,n g o nagar extn ponneri,delhi,Unfurnished,bachelors/family,1.0,Contact Owner,5000,1.0,1,medium,0.06690140845070423,-0.09081768024044207
3284,2022-06-29,2,1100.0,1 out of 2,carpet area,gopalapuram,chennai,Unfurnished,bachelors,2.0,Contact Agent,23000,1.0,1,medium,0.3838028169014085,0.6096399128808628
3285,2022-07-08,2,635.0,2 out of 2,carpet area,mannivakkam,chennai,Semi-Furnished,bachelors,2.0,Contact Owner,11000,2.0,1,medium,0.17253521126760565,-0.47606935645715975
3287,2022-06-22,2,600.0,Ground out of 3,super area,kolathur,chennai,Unfurnished,bachelors/family,1.0,Contact Owner,4500,0.0,1,medium,0.05809859154929578,-0.5577894089879787
3289,2022-07-06,3,1920.0,6 out of 15,carpet area,thoraipakkam,chennai,Semi-Furnished,family,3.0,Contact Agent,47500,6.0,0,large,0.8151408450704226,2.524224000745763
3291,2022-07-04,3,1850.0,1 out of 1,super area,"nemilichery, chromepet",mumbai,Unfurnished,bachelors,3.0,Contact Owner,16500,1.0,0,large,0.2693661971830986,2.360783895684125
3293,2022-06-15,2,700.0,Ground out of 2,super area,tambaram east,chennai,Unfurnished,bachelors/family,2.0,Contact Owner,7000,0.0,1,medium,0.10211267605633803,-0.32430354461421035
3294,2022-05-05,1,700.0,1 out of 2,super area,velachery,chennai,Unfurnished,bachelors/family,2.0,Contact Owner,8000,1.0,1,medium,0.11971830985915494,-0.32430354461421035
3295,2022-06-03,2,675.0,2 out of 2,super area,perambur,chennai,Unfurnished,bachelors/family,1.0,Contact Owner,10000,2.0,1,medium,0.15492957746478875,-0.3826750107076525
3296,2022-05-12,3,900.0,1 out of 2,super area,ayappakkam,chennai,Unfurnished,bachelors/family,1.0,Contact Owner,7000,1.0,0,medium,0.10211267605633803,0.14266818413332624
3297,2022-07-08,2,1020.0,1 out of 2,super area,"gowrivakkam, sembakkam",chennai,Furnished,bachelors/family,4.0,Contact Owner,35000,1.0,1,medium,0.5950704225352114,0.4228512213818482
3299,2022-04-29,2,800.0,Ground out of 1,carpet area,porur,chennai,Semi-Furnished,bachelors,1.0,Contact Owner,13000,0.0,1,medium,0.20774647887323944,-0.09081768024044207
3302,2022-07-06,3,1700.0,15 out of 18,super area,thoraipakkam,chennai,Semi-Furnished,bachelors/family,3.0,Contact Agent,46000,15.0,0,large,0.7887323943661972,2.0105550991234726
3304,2022-07-08,2,800.0,Ground out of 1,carpet area,medavakkam,chennai,Semi-Furnished,bachelors/family,2.0,Contact Owner,9000,0.0,1,medium,0.13732394366197184,-0.09081768024044207
3305,2022-06-25,3,1002.0,2 out of 3,super area,mangadu,chennai,Furnished,bachelors/family,2.0,Contact Owner,13500,2.0,0,medium,0.2165492957746479,0.3808237657945699
3306,2022-07-02,3,1225.0,,carpet area,koyambedu,chennai,Unfurnished,bachelors/family,1.0,Contact Agent,29000,-1.0,0,large,0.4894366197183099,0.9014972433480732
3307,2022-07-06,2,610.0,2 out of 4,carpet area,"kannan colony, pazhavanthangal",chennai,Furnished,bachelors/family,1.0,Contact Agent,23999,2.0,1,medium,0.40139084507042255,-0.5344408225506019
3308,2022-05-25,3,1200.0,Ground out of 3,super area,thiruvanmiyur,chennai,Semi-Furnished,family,3.0,Contact Owner,26000,0.0,0,large,0.43661971830985913,0.8431257772546311
3309,2022-05-30,2,850.0,,super area,anakaputhur,chennai,Semi-Furnished,bachelors/family,2.0,Contact Owner,8200,-1.0,1,medium,0.12323943661971831,0.025925251946442084
3310,2022-05-18,1,500.0,1 out of 2,super area,royapettah,mumbai,Semi-Furnished,family,1.0,Contact Owner,15000,1.0,1,small,0.24295774647887328,-0.791275273361747
3311,2022-07-06,2,778.0,,super area,sholinganallur,chennai,Unfurnished,bachelors/family,2.0,Contact Owner,10000,-1.0,1,medium,0.15492957746478875,-0.1421845704026711
3312,2022-06-29,2,850.0,5 out of 17,carpet area,oragadam,chennai,Unfurnished,bachelors,2.0,Contact Owner,20000,5.0,1,medium,0.33098591549295775,0.025925251946442084
3313,2022-05-29,2,800.0,1 out of 2,carpet area,adambakkam,chennai,Unfurnished,bachelors/family,2.0,Contact Owner,15000,1.0,1,medium,0.24295774647887328,-0.09081768024044207
3314,2022-06-02,2,1200.0,Ground out of 3,super area,"valasaravakkam, arcot road",chennai,Semi-Furnished,bachelors/family,2.0,Contact Owner,14000,0.0,1,large,0.22535211267605634,0.8431257772546311
3315,2022-05-07,2,750.0,1 out of 1,super area,vivekanathanagar kolathur,chennai,Semi-Furnished,bachelors/family,2.0,Contact Owner,11000,1.0,1,medium,0.17253521126760565,-0.20756061242732624
3316,2022-04-29,1,550.0,2 out of 2,super area,jawahar nagar,chennai,Unfurnished,bachelors/family,1.0,Contact Owner,6500,2.0,1,medium,0.09330985915492958,-0.6745323411748628
3317,2022-06-22,3,1567.0,3 out of 4,carpet area,old mahabalipuram road,chennai,Furnished,bachelors/family,3.0,Contact Owner,26000,3.0,0,large,0.43661971830985913,1.7000188995063608
3318,2022-05-03,1,650.0,Ground out of 1,super area,"nemilichery, chromepet",chennai,Semi-Furnished,bachelors/family,1.0,Contact Owner,7500,0.0,1,medium,0.1109154929577465,-0.44104647680109454
3319,2022-05-19,2,1150.0,1 out of 1,carpet area,"zamin pallavaram, pallavaram",chennai,Unfurnished,bachelors,2.0,Contact Owner,14500,1.0,1,large,0.23415492957746478,0.726382845067747
3321,2022-06-14,2,900.0,3 out of 4,super area,"shenoy nagar, ph road",chennai,Unfurnished,bachelors/family,2.0,Contact Owner,12000,3.0,1,medium,0.19014084507042256,0.14266818413332624
3323,2022-05-20,2,850.0,2 out of 3,super area,unknown place,chennai,Semi-Furnished,bachelors/family,2.0,Contact Owner,22000,2.0,1,medium,0.3661971830985916,0.025925251946442084
3324,2022-05-20,1,550.0,Ground out of 1,super area,sembakkam,chennai,Unfurnished,bachelors/family,1.0,Contact Owner,7000,0.0,1,medium,0.10211267605633803,-0.6745323411748628
3329,2022-06-18,2,1113.0,2 out of 4,super area,unknown place,chennai,Unfurnished,family,2.0,Contact Owner,18000,2.0,1,large,0.295774647887324,0.6399930752494527
3331,2022-05-20,1,550.0,Ground out of 2,super area,arumbakkam,chennai,Unfurnished,bachelors/family,1.0,Contact Owner,10000,0.0,1,medium,0.15492957746478875,-0.6745323411748628
3332,2022-07-06,2,1200.0,3 out of 4,carpet area,kasi estate,chennai,Unfurnished,bachelors/family,2.0,Contact Agent,25000,3.0,1,large,0.41901408450704225,0.8431257772546311
3333,2022-05-26,2,900.0,1 out of 2,carpet area,elango nagar-virugambakkam,chennai,Semi-Furnished,family,2.0,Contact Owner,18000,1.0,1,medium,0.295774647887324,0.14266818413332624
3334,2022-04-30,1,800.0,1 out of 2,super area,"tondiarpet, ennore high road",chennai,Unfurnished,family,1.0,Contact Owner,5000,1.0,1,medium,0.06690140845070423,-0.09081768024044207
3335,2022-06-24,2,1200.0,1 out of 5,super area,"perungalathur, chennai bypass road",chennai,Semi-Furnished,bachelors/family,1.0,Contact Owner,12000,1.0,1,large,0.19014084507042256,0.8431257772546311
3336,2022-07-02,2,1000.0,,super area,unknown place,chennai,Semi-Furnished,bachelors/family,2.0,Contact Owner,13000,-1.0,1,medium,0.20774647887323944,0.37615404850709455
3337,2022-07-06,2,1100.0,Ground out of 4,super area,unknown place,chennai,Semi-Furnished,bachelors/family,2.0,Contact Owner,30000,0.0,1,medium,0.5070422535211269,0.6096399128808628
3338,2022-05-06,2,700.0,Ground out of 3,carpet area,mugalivakkam,chennai,Furnished,bachelors/family,1.0,Contact Owner,9000,0.0,1,medium,0.13732394366197184,-0.32430354461421035
3340,2022-07-08,3,1500.0,Ground out of 1,carpet area,"korattur, jawaharlal nehru road",chennai,Unfurnished,bachelors/family,2.0,Contact Owner,30000,0.0,0,large,0.5070422535211269,1.543583370375936
3341,2022-05-10,3,1175.0,3 out of 4,carpet area,lanchor abode valley,chennai,Furnished,bachelors,2.0,Contact Owner,20000,3.0,0,large,0.33098591549295775,0.7847543111611891
3342,2022-06-17,2,750.0,4 out of 4,carpet area,nesapakkam,chennai,Unfurnished,bachelors/family,2.0,Contact Owner,12000,4.0,1,medium,0.19014084507042256,-0.20756061242732624
3344,2022-05-10,2,1050.0,4 out of 4,super area,"baby nagar extention, velachery",mumbai,Semi-Furnished,family,2.0,Contact Agent,22000,4.0,1,medium,0.3661971830985916,0.4928969806939787
3346,2022-07-06,2,900.0,1 out of 2,super area,unknown place,chennai,Unfurnished,bachelors,2.0,Contact Owner,9500,1.0,1,medium,0.14612676056338028,0.14266818413332624
3347,2022-06-29,2,1000.0,4 out of 10,super area,"padur, old mahabalipuram road",chennai,Semi-Furnished,family,2.0,Contact Owner,13500,4.0,1,medium,0.2165492957746479,0.37615404850709455
3348,2022-05-29,1,450.0,1 out of 2,super area,mambalam west,chennai,Unfurnished,bachelors/family,1.0,Contact Owner,12000,1.0,1,small,0.19014084507042256,-0.9080182055486311
3349,2022-07-10,3,1600.0,,carpet area,unknown place,chennai,Semi-Furnished,bachelors/family,3.0,Contact Agent,33000,-1.0,0,large,0.5598591549295775,1.7770692347497044
3350,2022-06-06,3,1760.0,8 out of 9,super area,unknown place,bangalore,Semi-Furnished,bachelors/family,3.0,Contact Owner,33000,8.0,0,large,0.5598591549295775,2.1506466177477335
3351,2022-07-10,2,618.0,4 out of 11,carpet area,porur,chennai,Semi-Furnished,bachelors/family,2.0,Contact Owner,18999,4.0,1,medium,0.31336267605633805,-0.5157619534007004
3352,2022-07-06,3,1220.0,,super area,unknown place,chennai,Semi-Furnished,bachelors/family,2.0,Contact Owner,18000,-1.0,0,large,0.295774647887324,0.8898229501293848
3353,2022-07-01,1,580.0,3 out of 3,super area,pallavaram,chennai,Unfurnished,bachelors/family,1.0,Contact Owner,8500,3.0,1,medium,0.12852112676056338,-0.6044865818627323
3355,2022-04-29,2,705.0,,carpet area,"urapakkam, vandalur r.f, gst road",chennai,Semi-Furnished,bachelors/family,2.0,Contact Owner,9000,-1.0,1,medium,0.13732394366197184,-0.31262925139552195
3356,2022-06-14,1,700.0,Ground out of 2,super area,thiruverkkadu,chennai,Unfurnished,bachelors,1.0,Contact Owner,7000,0.0,1,medium,0.10211267605633803,-0.32430354461421035
3358,2022-05-21,2,901.0,,super area,unknown place,chennai,Unfurnished,bachelors/family,2.0,Contact Owner,14000,-1.0,1,medium,0.22535211267605634,0.1450030427770639
3359,2022-06-14,2,1100.0,2 out of 16,super area,navalur,chennai,Furnished,bachelors/family,2.0,Contact Owner,21000,2.0,1,medium,0.3485915492957746,0.6096399128808628
3360,2022-06-25,3,1120.0,1 out of 4,super area,unknown place,chennai,Semi-Furnished,bachelors/family,2.0,Contact Owner,16000,1.0,0,large,0.2605633802816901,0.6563370857556166
3361,2022-07-04,2,1300.0,,carpet area,unknown place,chennai,Semi-Furnished,bachelors,2.0,Contact Agent,26000,-1.0,1,large,0.43661971830985913,1.0766116416283995
3362,2022-05-12,3,1350.0,Ground out of 1,carpet area,thalambur,chennai,Furnished,bachelors,3.0,Contact Owner,20000,0.0,0,large,0.33098591549295775,1.1933545738152835
3363,2022-06-22,2,1340.0,,carpet area,iyyappanthangal,chennai,Semi-Furnished,family,2.0,Contact Owner,25000,-1.0,1,large,0.41901408450704225,1.1700059873779067
3364,2022-07-06,1,250.0,2 out of 3,super area,"neelankarai, e coast road",chennai,Unfurnished,bachelors/family,1.0,Contact Owner,10000,2.0,1,small,0.15492957746478875,-1.3749899342961678
3365,2022-05-01,1,700.0,1 out of 1,carpet area,madipakkam,bangalore,Semi-Furnished,bachelors/family,2.0,Contact Owner,11500,1.0,1,medium,0.1813380281690141,-0.32430354461421035
